plataforma,modo,ciclo,n_en_ciclo,timestamp_local,latencia_ms,http_status,instance_id,first_request,uptime_ms,colo,request_id,es_frio,criterio_frio,error
aws-lambda,forzado,5,3,2026-09-19T21:50:35.036,394.4,200,166ebdfa-64b0-43d4-b7c2-14b7450ad9ad,,2732,,a3ed456f-90a4-4828-ac8f-c3ad818e1ebd,False,,
aws-lambda,forzado,5,4,2026-09-19T21:50:35.929,392.7,200,166ebdfa-64b0-43d4-b7c2-14b7450ad9ad,,3621,,ac95b6a2-a466-4a81-a9ce-c55c0390561b,False,,
aws-lambda,forzado,5,5,2026-09-19T21:50:34.758,417.8,200,166ebdfa-64b0-43d4-b7c2-14b7450ad9ad,,4531,,2a2da285-1c8b-4eb8-b326-771c5a189649,False,,
cloudflare-workers,forzado,5,0,2026-09-19T21:50:40.925,211.7,200,5c58dce5-694b-4ad3-8c33-06d9bff99561,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,5,1,2026-09-19T21:50:41.643,217.1,200,5c58dce5-694b-4ad3-8c33-06d9bff99561,False,713,GIG,,False,,
cloudflare-workers,forzado,5,2,2026-09-19T21:50:42.365,221.7,200,3b973c5a-6c8e-4c20-8910-fe8ceafca243,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,5,3,2026-09-19T21:50:43.084,218.8,200,3b973c5a-6c8e-4c20-8910-fe8ceafca243,False,715,GIG,,False,,
cloudflare-workers,forzado,5,4,2026-09-19T21:50:43.795,210.2,200,5c58dce5-694b-4ad3-8c33-06d9bff99561,False,2858,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,5,5,2026-09-19T21:50:44.500,204.2,200,5c58dce5-694b-4ad3-8c33-06d9bff99561,False,3560,GIG,,False,,
aws-lambda,forzado,6,0,2026-09-19T21:50:51.430,796.6,200,b6305301-6a18-4ded-bb55-5df52836dd98,,8,,0a1b95a0-3cf5-400c-bd92-8b32ff1fdf7c,True,instance_id_cambio,
aws-lambda,forzado,6,1,2026-09-19T21:50:52.375,432.9,200,b6305301-6a18-4ded-bb55-5df52836dd98,,883,,a57ccfb5-1eaa-47f5-8fe0-d271be71b914,False,,
aws-lambda,forzado,6,2,2026-09-19T21:50:53.304,428.1,200,b6305301-6a18-4ded-bb55-5df52836dd98,,1741,,8bcb1e29-9871-4af3-8f42-3681a628c0e6,False,,
aws-lambda,forzado,6,3,2026-09-19T21:50:54.253,445.7,200,b6305301-6a18-4ded-bb55-5df52836dd98,,2616,,be89d854-d7e3-45fb-bf06-61d5b004ca86,False,,
aws-lambda,forzado,6,4,2026-09-19T21:50:55.187,430.9,200,b6305301-6a18-4ded-bb55-5df52836dd98,,3478,,cb83a0f4-d7a1-466f-8db2-a744acdd3e80,False,,
aws-lambda,forzado,6,5,2026-09-19T21:50:56.111,423.3,200,b6305301-6a18-4ded-bb55-5df52836dd98,,4332,,c3f40f40-fbb3-4141-95a6-59807ed32150,False,,
cloudflare-workers,forzado,6,0,2026-09-19T21:51:09.860,235.7,200,6d30168e-8fa6-4e8e-b5a2-ca4dbb7c28ce,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,6,1,2026-09-19T21:51:10.613,250.0,200,6d30168e-8fa6-4e8e-b5a2-ca4dbb7c28ce,False,694,GIG,,False,,
cloudflare-workers,forzado,6,2,2026-09-19T21:51:11.345,230.2,200,820ba7dd-737b-4ef2-837d-59b023cc8270,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,6,3,2026-09-19T21:51:12.078,226.2,200,6d30168e-8fa6-4e8e-b5a2-ca4dbb7c28ce,False,2050,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,6,4,2026-09-19T21:51:12.816,236.9,200,6d30168e-8fa6-4e8e-b5a2-ca4dbb7c28ce,False,2728,GIG,,False,,
cloudflare-workers,forzado,6,5,2026-09-19T21:51:13.550,233.1,200,7d213ca3-fa3f-497f-ba9b-8df33d253e06,True,0,GIG,,True,first_request+(otro_isolate),
aws-lambda,forzado,7,0,2026-09-19T21:51:20.635,810.4,200,99b9137d-32c8-4653-a0f0-f74fa1267946,,7,,0c851ab3-4f99-41f4-bed9-323b598adc30,True,instance_id_cambio,
aws-lambda,forzado,7,1,2026-09-19T21:51:21.572,436.6,200,99b9137d-32c8-4653-a0f0-f74fa1267946,,893,,80422069-c47a-467c-90f5-29cf5b6008af,False,,
aws-lambda,forzado,7,2,2026-09-19T21:51:22.500,426.9,200,99b9137d-32c8-4653-a0f0-f74fa1267946,,1750,,f43b6196-635d-4902-853b-5a75ff8b8e94,False,,
aws-lambda,forzado,7,3,2026-09-19T21:51:23.449,447.8,200,99b9137d-32c8-4653-a0f0-f74fa1267946,,2625,,f97619fc-8289-4611-ad1e-00f54a749dfc,False,,
aws-lambda,forzado,7,4,2026-09-19T21:51:24.402,451.7,200,99b9137d-32c8-4653-a0f0-f74fa1267946,,3505,,5cfe5ca4-94cb-4409-a771-9b7ec5fb2e78,False,,
aws-lambda,forzado,7,5,2026-09-19T21:51:25.369,466.9,200,99b9137d-32c8-4653-a0f0-f74fa1267946,,4400,,a67f7fae-ff05-4c2c-9c20-6e57d5f49b5a,False,,
cloudflare-workers,forzado,7,0,2026-09-19T21:51:31.876,230.8,200,455dfefd-8a96-4b7b-ad76-bbee4872dd35,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,7,1,2026-09-19T21:51:32.598,221.5,200,c2834c11-89c5-44ad-a207-c63a03a0a5e8,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,7,2,2026-09-19T21:51:33.324,225.5,200,e1e71ad5-f954-4a22-a95a-5417ef09d3dc,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,7,3,2026-09-19T21:51:34.051,226.9,200,455dfefd-8a96-4b7b-ad76-bbee4872dd35,False,2012,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,7,4,2026-09-19T21:51:34.792,234.3,200,e1e71ad5-f954-4a22-a95a-5417ef09d3dc,False,1357,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,7,5,2026-09-19T21:51:35.522,227.3,200,d0375e0d-5f71-4de0-a5d5-7e651d9bd766,True,0,GIG,,True,first_request+(otro_isolate),
aws-lambda,forzado,8,0,2026-09-19T21:51:40.211,830.5,200,d7a47c8b-8e34-4303-ab73-a13b634df1dd,,7,,e5cde629-944f-43ed-b6d2-42d26bf83ccd,True,instance_id_cambio,
aws-lambda,forzado,8,1,2026-09-19T21:51:41.160,447.3,200,d7a47c8b-8e34-4303-ab73-a13b634df1dd,,912,,3964bfec-310a-40d7-94bf-aa8281395c80,False,,
aws-lambda,forzado,8,2,2026-09-19T21:51:42.159,496.4,200,d7a47c8b-8e34-4303-ab73-a13b634df1dd,,1834,,97926245-7f41-45d3-801a-4ca7a63b7b18,False,,
aws-lambda,forzado,8,3,2026-09-19T21:51:43.095,432.7,200,d7a47c8b-8e34-4303-ab73-a13b634df1dd,,2698,,d95e22a5-5e1f-43ca-bf76-8c6f8765927d,False,,
aws-lambda,forzado,8,4,2026-09-19T21:51:44.039,441.6,200,d7a47c8b-8e34-4303-ab73-a13b634df1dd,,3568,,8473893d-2a62-40d4-b1a9-e3cec61fb49a,False,,
aws-lambda,forzado,8,5,2026-09-19T21:51:44.982,430.4,200,d7a47c8b-8e34-4303-ab73-a13b634df1dd,,4439,,4e21c5ae-2bb3-4490-8d20-d6126ed78ab9,False,,
cloudflare-workers,forzado,8,0,2026-09-19T21:51:51.928,236.2,200,6635b515-7a6b-4e5d-a361-7f160f328799,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,8,1,2026-09-19T21:51:52.658,227.1,200,7ea1a2c8-bbe0-412c-9765-ce69c623c597,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,8,2,2026-09-19T21:51:53.415,249.1,200,26153158-61aa-429e-892c-4a766bb7159b,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,8,3,2026-09-19T21:51:54.174,253.5,200,26153158-61aa-429e-892c-4a766bb7159b,False,696,GIG,,False,,
cloudflare-workers,forzado,8,4,2026-09-19T21:51:54.910,225.0,200,bcb65868-d2b2-4b11-a5cb-c93ef3734f1d,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,8,5,2026-09-19T21:51:55.633,223.0,200,affa2a71-5621-431a-907d-c8d0351cb152,True,0,GIG,,True,first_request+(otro_isolate),
aws-lambda,forzado,9,0,2026-09-19T21:52:02.826,708.6,200,0c8586b9-34ed-4ae5-96a5-0e3a7db1a1bc,,6,,b06da939-88f3-4813-b862-4d675238677a,True,instance_id_cambio,
aws-lambda,forzado,9,1,2026-09-19T21:52:03.755,427.8,200,0c8586b9-34ed-4ae5-96a5-0e3a7db1a1bc,,873,,08b5fb18-8f17-4780-b20b-290d2c848eda,False,,
aws-lambda,forzado,9,2,2026-09-19T21:52:04.742,479.3,200,0c8586b9-34ed-4ae5-96a5-0e3a7db1a1bc,,1784,,eab6637e-1109-4eb4-9279-d3eec11ff445,False,,
aws-lambda,forzado,9,3,2026-09-19T21:52:05.669,424.9,200,0c8586b9-34ed-4ae5-96a5-0e3a7db1a1bc,,2639,,747d0782-f3de-4a13-8259-fe3b6a24e14d,False,,
aws-lambda,forzado,9,4,2026-09-19T21:52:06.628,459.2,200,0c8586b9-34ed-4ae5-96a5-0e3a7db1a1bc,,3525,,9a711ab2-3bc5-4c7e-979b-79fc438ec8b1,False,,
aws-lambda,forzado,9,5,2026-09-19T21:52:07.557,427.9,200,0c8586b9-34ed-4ae5-96a5-0e3a7db1a1bc,,4381,,804be768-67ec-44ea-8330-0a6992d8d48b,False,,
cloudflare-workers,forzado,9,0,2026-09-19T21:52:12.646,223.3,200,96c1963b-b55a-40ee-9eef-930aba1ab8d1,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,9,1,2026-09-19T21:52:13.372,226.0,200,96c1963b-b55a-40ee-9eef-930aba1ab8d1,False,682,GIG,,False,,
cloudflare-workers,forzado,9,2,2026-09-19T21:52:14.100,226.9,200,96c1963b-b55a-40ee-9eef-930aba1ab8d1,False,1364,GIG,,False,,
cloudflare-workers,forzado,9,3,2026-09-19T21:52:14.835,230.8,200,96c1963b-b55a-40ee-9eef-930aba1ab8d1,False,2052,GIG,,False,,
cloudflare-workers,forzado,9,4,2026-09-19T21:52:15.584,236.6,200,17a0f2d0-be93-4b5b-a11f-044d584f315e,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,9,5,2026-09-19T21:52:16.332,243.6,200,96c1963b-b55a-40ee-9eef-930aba1ab8d1,False,3458,GIG,,False,(otro_isolate),
aws-lambda,forzado,10,0,2026-09-19T21:52:23.500,744.4,200,5f02ad85-8d56-4bcf-8f6a-a749eca24014,,6,,25cdb2de-37f4-4fb7-9ccd-445f34dd062c,True,instance_id_cambio,
aws-lambda,forzado,10,1,2026-09-19T21:52:24.542,541.4,200,5f02ad85-8d56-4bcf-8f6a-a749eca24014,,987,,27bdd9e1-1583-4102-aad0-2c244039dd23,False,,
aws-lambda,forzado,10,2,2026-09-19T21:52:25.503,459.4,200,5f02ad85-8d56-4bcf-8f6a-a749eca24014,,1874,,8e22e769-a4b1-4a21-a8cd-99cbde23a323,False,,
aws-lambda,forzado,10,3,2026-09-19T21:52:26.430,426.7,200,5f02ad85-8d56-4bcf-8f6a-a749eca24014,,2730,,578bbd82-cead-4a97-a6d4-4eeb24d566fc,False,,
aws-lambda,forzado,10,4,2026-09-19T21:52:27.389,454.9,200,5f02ad85-8d56-4bcf-8f6a-a749eca24014,,3616,,f7b079ff-eba7-4495-b411-9c7cebfac39f,False,,
aws-lambda,forzado,10,5,2026-09-19T21:52:28.349,458.7,200,5f02ad85-8d56-4bcf-8f6a-a749eca24014,,4502,,bd794ce0-7f22-4519-a94f-77745a9e7371,False,,
cloudflare-workers,forzado,10,0,2026-09-19T21:52:34.860,226.8,200,0d100df4-179e-444c-ab31-1e6617f45bd0,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,10,1,2026-09-19T21:52:35.601,239.4,200,30dd5366-709d-4037-82cb-94e17d3c2472,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,10,2,2026-09-19T21:52:36.343,231.2,200,0d100df4-179e-444c-ab31-1e6617f45bd0,False,1367,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,10,3,2026-09-19T21:52:37.085,239.9,200,930d2329-564e-4fe3-97d0-ea705b9a4b85,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,10,4,2026-09-19T21:52:35.455,229.3,200,930d2329-564e-4fe3-97d0-ea705b9a4b85,False,674,GIG,,False,,
cloudflare-workers,forzado,10,5,2026-09-19T21:52:36.188,232.5,200,0d100df4-179e-444c-ab31-1e6617f45bd0,False,3402,GIG,,False,(otro_isolate),
aws-lambda,forzado,11,0,2026-09-19T21:52:43.341,746.8,200,c92bf1ca-aa0b-4263-9d8b-0a5ddc7258e7,,7,,8ee89a09-5109-417a-b086-848fa412c6b2,True,instance_id_cambio,
aws-lambda,forzado,11,1,2026-09-19T21:52:44.330,464.6,200,c92bf1ca-aa0b-4263-9d8b-0a5ddc7258e7,,941,,c34b3bf7-3349-4b74-9f19-ce5b5e088d47,False,,
aws-lambda,forzado,11,2,2026-09-19T21:52:45.282,431.6,200,c92bf1ca-aa0b-4263-9d8b-0a5ddc7258e7,,1820,,ab86bfce-5088-4416-8d27-187b37d02cee,False,,
aws-lambda,forzado,11,3,2026-09-19T21:52:46.243,456.5,200,c92bf1ca-aa0b-4263-9d8b-0a5ddc7258e7,,2707,,15b22d91-cb3e-4b78-ae4e-673c83414247,False,,
aws-lambda,forzado,11,4,2026-09-19T21:52:47.205,450.8,200,c92bf1ca-aa0b-4263-9d8b-0a5ddc7258e7,,3595,,e042472f-ddc9-4e44-956a-5ad2254e6bd6,False,,
aws-lambda,forzado,11,5,2026-09-19T21:52:48.158,439.2,200,c92bf1ca-aa0b-4263-9d8b-0a5ddc7258e7,,4474,,4077f192-f0ef-4a9f-adf5-7447f5d0afed,False,,
cloudflare-workers,forzado,11,0,2026-09-19T21:52:55.182,233.7,200,89472fa2-c903-42f4-afd9-25d31bfe8ad2,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,11,1,2026-09-19T21:52:55.917,221.8,200,89472fa2-c903-42f4-afd9-25d31bfe8ad2,False,682,GIG,,False,,
cloudflare-workers,forzado,11,2,2026-09-19T21:52:56.658,236.3,200,142f2cbe-cf8d-4c1c-827d-a216207fed13,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,11,3,2026-09-19T21:52:57.408,248.4,200,89472fa2-c903-42f4-afd9-25d31bfe8ad2,False,2056,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,11,4,2026-09-19T21:52:58.144,233.4,200,a4ebd653-a4a3-45fb-987e-540a5601bcc7,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,11,5,2026-09-19T21:52:58.895,234.7,200,142f2cbe-cf8d-4c1c-827d-a216207fed13,False,2064,GIG,,False,(otro_isolate),
aws-lambda,forzado,12,0,2026-09-19T21:53:05.900,730.6,200,618f8770-ce51-44d4-9bd3-88089cf61906,,7,,3228ec58-995b-455c-a79e-552f556dc2dd,True,instance_id_cambio,
aws-lambda,forzado,12,1,2026-09-19T21:53:06.841,424.1,200,618f8770-ce51-44d4-9bd3-88089cf61906,,884,,bdb50311-5e31-40a1-a3cd-d4f78b94380a,False,,
aws-lambda,forzado,12,2,2026-09-19T21:53:05.292,426.7,200,618f8770-ce51-44d4-9bd3-88089cf61906,,1739,,322fee1c-f6e8-4d36-bad1-3bc56b0a57f7,False,,
aws-lambda,forzado,12,3,2026-09-19T21:53:06.282,487.3,200,618f8770-ce51-44d4-9bd3-88089cf61906,,2654,,16a81938-d72d-4df9-9be5-76df8f571c3b,False,,
aws-lambda,forzado,12,4,2026-09-19T21:53:07.230,446.9,200,618f8770-ce51-44d4-9bd3-88089cf61906,,3529,,8970fca7-cd87-42c1-af4b-4c3b93acc152,False,,
aws-lambda,forzado,12,5,2026-09-19T21:53:08.163,432.0,200,618f8770-ce51-44d4-9bd3-88089cf61906,,4389,,a4c6a3ea-f681-41a6-ac79-ea2cc6fc2563,False,,
cloudflare-workers,forzado,12,0,2026-09-19T21:53:15.434,221.6,200,8de8a223-a741-44c9-b6b7-9c63db318de0,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,12,1,2026-09-19T21:53:16.166,231.3,200,c09c4ca3-6459-45c4-985b-3ff2a0ea5dee,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,12,2,2026-09-19T21:53:16.890,222.0,200,8de8a223-a741-44c9-b6b7-9c63db318de0,False,1372,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,12,3,2026-09-19T21:53:17.627,234.7,200,c09c4ca3-6459-45c4-985b-3ff2a0ea5dee,False,1378,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,12,4,2026-09-19T21:53:18.352,222.6,200,8de8a223-a741-44c9-b6b7-9c63db318de0,False,2748,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,12,5,2026-09-19T21:53:19.075,221.7,200,f4bd1ed0-b34d-495f-ae9a-3d02c11e5d3a,True,0,GIG,,True,first_request+(otro_isolate),
aws-lambda,forzado,13,0,2026-09-19T21:53:26.269,753.5,200,1d48342d-d55e-4bf7-a6be-4a73ea56db99,,7,,1fa665b7-a968-4ff3-bfb3-555c4100cab6,True,instance_id_cambio,
aws-lambda,forzado,13,1,2026-09-19T21:53:27.275,501.7,200,1d48342d-d55e-4bf7-a6be-4a73ea56db99,,956,,1108ba65-b152-4f5c-839c-5fa16e49a6d4,False,,
