plataforma,modo,ciclo,n_en_ciclo,timestamp_local,latencia_ms,http_status,instance_id,first_request,uptime_ms,colo,request_id,es_frio,criterio_frio,error
aws-lambda,forzado,13,2,2026-09-19T21:53:28.280,503.5,200,1d48342d-d55e-4bf7-a6be-4a73ea56db99,,1883,,18a293a0-ebf8-4e8f-aaea-d06f84c7cc66,False,,
aws-lambda,forzado,13,3,2026-09-19T21:53:29.215,433.0,200,1d48342d-d55e-4bf7-a6be-4a73ea56db99,,2747,,a9a4ea7f-228e-4016-a287-0f99320ad3bb,False,,
aws-lambda,forzado,13,4,2026-09-19T21:53:30.149,431.3,200,1d48342d-d55e-4bf7-a6be-4a73ea56db99,,3610,,007a2d39-fd49-4136-b484-e53aa466ce84,False,,
aws-lambda,forzado,13,5,2026-09-19T21:53:31.095,445.0,200,1d48342d-d55e-4bf7-a6be-4a73ea56db99,,4482,,5c11cce6-a8da-4a3d-ae76-ea48ef12e8b7,False,,
cloudflare-workers,forzado,13,0,2026-09-19T21:53:35.340,236.8,200,90129bdd-4ae1-4e90-aa52-c03dd7a922e8,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,13,1,2026-09-19T21:53:36.086,234.4,200,90129bdd-4ae1-4e90-aa52-c03dd7a922e8,False,690,GIG,,False,,
cloudflare-workers,forzado,13,2,2026-09-19T21:53:36.812,223.5,200,90129bdd-4ae1-4e90-aa52-c03dd7a922e8,False,1361,GIG,,False,,
cloudflare-workers,forzado,13,3,2026-09-19T21:53:37.562,245.3,200,90129bdd-4ae1-4e90-aa52-c03dd7a922e8,False,2051,GIG,,False,,
cloudflare-workers,forzado,13,4,2026-09-19T21:53:38.292,220.3,200,61d50134-da9b-457b-b98e-76779e495f5b,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,13,5,2026-09-19T21:53:39.031,233.1,200,90129bdd-4ae1-4e90-aa52-c03dd7a922e8,False,3427,GIG,,False,(otro_isolate),
aws-lambda,forzado,14,0,2026-09-19T21:53:46.095,770.0,200,4d60d0e0-0769-4791-b413-43bcdaea679f,,24,,2ad067c0-c8e8-49ef-ac87-7f5f73250331,True,instance_id_cambio,
aws-lambda,forzado,14,1,2026-09-19T21:53:47.049,450.7,200,4d60d0e0-0769-4791-b413-43bcdaea679f,,925,,5a27b084-9ab7-4d21-a93b-19fc1e4918fa,False,,
aws-lambda,forzado,14,2,2026-09-19T21:53:48.036,446.0,200,4d60d0e0-0769-4791-b413-43bcdaea679f,,1819,,67c30fc5-2cf6-443c-ab7c-0097f857cc00,False,,
aws-lambda,forzado,14,3,2026-09-19T21:53:49.011,472.2,200,4d60d0e0-0769-4791-b413-43bcdaea679f,,2735,,a4a6c8e5-eec0-4ba0-bc8e-9dd3d641d3fb,False,,
aws-lambda,forzado,14,4,2026-09-19T21:53:49.975,459.1,200,4d60d0e0-0769-4791-b413-43bcdaea679f,,3625,,9d2c368d-98f3-4b40-b8fe-0cffee322843,False,,
aws-lambda,forzado,14,5,2026-09-19T21:53:50.900,422.8,200,4d60d0e0-0769-4791-b413-43bcdaea679f,,4479,,8688d7fc-7420-47a5-8563-f90f2a54049f,False,,
cloudflare-workers,forzado,14,0,2026-09-19T21:53:57.520,238.2,200,e1276596-cc8c-4ab8-b8ed-d34c8accd5ee,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,14,1,2026-09-19T21:53:58.266,236.2,200,b066babd-d0df-4796-a7f2-b720c1eb5afe,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,14,2,2026-09-19T21:53:58.999,228.0,200,e1276596-cc8c-4ab8-b8ed-d34c8accd5ee,False,1368,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,14,3,2026-09-19T21:53:59.732,226.2,200,7abc495b-4fdb-4ea7-b8cf-1c75e4287a6d,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,14,4,2026-09-19T21:54:00.470,228.7,200,b066babd-d0df-4796-a7f2-b720c1eb5afe,False,2038,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,14,5,2026-09-19T21:54:01.199,223.7,200,e1276596-cc8c-4ab8-b8ed-d34c8accd5ee,False,3399,GIG,,False,(otro_isolate),
aws-lambda,forzado,15,0,2026-09-19T21:54:05.918,779.7,200,f2264718-97fa-4b18-a73e-75f905354cf2,,8,,08142268-ccaa-4866-b567-30ac820ddd71,True,instance_id_cambio,
aws-lambda,forzado,15,1,2026-09-19T21:54:06.849,423.3,200,f2264718-97fa-4b18-a73e-75f905354cf2,,879,,ca0eb2d1-09b2-4105-8c72-ce7c92ae24b3,False,,
aws-lambda,forzado,15,2,2026-09-19T21:54:07.774,422.5,200,f2264718-97fa-4b18-a73e-75f905354cf2,,1733,,dc91f8d4-dccc-4c0c-a3cb-9a5b691f4b1d,False,,
aws-lambda,forzado,15,3,2026-09-19T21:54:08.737,463.2,200,f2264718-97fa-4b18-a73e-75f905354cf2,,2622,,07fcb04f-24e0-4571-a765-549d40ad3713,False,,
aws-lambda,forzado,15,4,2026-09-19T21:54:09.719,441.3,200,f2264718-97fa-4b18-a73e-75f905354cf2,,3529,,d4b8833a-28ae-4935-aaba-215227739c6e,False,,
aws-lambda,forzado,15,5,2026-09-19T21:54:10.657,435.4,200,f2264718-97fa-4b18-a73e-75f905354cf2,,4393,,360010ef-24ea-4aac-ae14-94933663aebe,False,,
cloudflare-workers,forzado,15,0,2026-09-19T21:54:18.380,233.5,200,b193bf39-e6a4-475e-99cf-8fdce59117a5,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,15,1,2026-09-19T21:54:19.115,228.3,200,86c9d4f3-5741-4a40-a6a5-019e285e2c3a,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,15,2,2026-09-19T21:54:19.854,232.6,200,86c9d4f3-5741-4a40-a6a5-019e285e2c3a,False,679,GIG,,False,,
cloudflare-workers,forzado,15,3,2026-09-19T21:54:20.579,224.6,200,86c9d4f3-5741-4a40-a6a5-019e285e2c3a,False,1352,GIG,,False,,
cloudflare-workers,forzado,15,4,2026-09-19T21:54:21.329,246.6,200,59d26cfa-30bd-4c84-a080-20be10c44e10,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,15,5,2026-09-19T21:54:22.069,236.8,200,a992e938-f727-4e04-91de-c7af6e171431,True,0,GIG,,True,first_request+(otro_isolate),
aws-lambda,forzado,16,0,2026-09-19T21:54:29.263,825.8,200,02c33f1d-15fb-4250-a236-859db7216b8c,,7,,f128ba80-cc7a-4de3-a3d5-5f20d371db7a,True,instance_id_cambio,
aws-lambda,forzado,16,1,2026-09-19T21:54:30.194,426.8,200,02c33f1d-15fb-4250-a236-859db7216b8c,,893,,f4350a11-13e3-408f-8b26-ae3be2f8462b,False,,
aws-lambda,forzado,16,2,2026-09-19T21:54:31.171,466.6,200,02c33f1d-15fb-4250-a236-859db7216b8c,,1794,,24216771-98f9-4c96-86e6-1503209eb961,False,,
aws-lambda,forzado,16,3,2026-09-19T21:54:32.132,457.9,200,02c33f1d-15fb-4250-a236-859db7216b8c,,2682,,428f3480-b361-4b15-8a38-aeacc722df57,False,,
aws-lambda,forzado,16,4,2026-09-19T21:54:33.064,431.2,200,02c33f1d-15fb-4250-a236-859db7216b8c,,3542,,565345a7-c281-49f2-9ea7-3a420321b00c,False,,
aws-lambda,forzado,16,5,2026-09-19T21:54:34.009,434.3,200,02c33f1d-15fb-4250-a236-859db7216b8c,,4413,,5988cbce-11c3-4dfb-8545-2f2ae335ce62,False,,
cloudflare-workers,forzado,16,0,2026-09-19T21:54:38.191,230.8,200,ca633782-03e4-4432-bac1-28f2efdc0f40,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,16,1,2026-09-19T21:54:38.920,227.7,200,7064f551-1f2f-4f03-a61f-8ce8689dfb9c,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,16,2,2026-09-19T21:54:39.646,225.3,200,7064f551-1f2f-4f03-a61f-8ce8689dfb9c,False,670,GIG,,False,,
cloudflare-workers,forzado,16,3,2026-09-19T21:54:40.394,232.7,200,7064f551-1f2f-4f03-a61f-8ce8689dfb9c,False,1358,GIG,,False,,
cloudflare-workers,forzado,16,4,2026-09-19T21:54:41.165,231.2,200,ca633782-03e4-4432-bac1-28f2efdc0f40,False,2746,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,16,5,2026-09-19T21:54:41.927,259.2,200,7064f551-1f2f-4f03-a61f-8ce8689dfb9c,False,2773,GIG,,False,(otro_isolate),
aws-lambda,forzado,17,0,2026-09-19T21:54:48.945,753.9,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,6,,a4acc093-b541-4aee-8077-c8902a2c2462,True,instance_id_cambio,
aws-lambda,forzado,17,1,2026-09-19T21:54:49.914,464.7,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,915,,2c376ac7-124d-46f5-bdc6-ee9fb80b0cfd,False,,
aws-lambda,forzado,17,2,2026-09-19T21:54:50.844,427.6,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,1773,,7a1c736a-3a12-4843-afd3-b6a6b431ab42,False,,
aws-lambda,forzado,17,3,2026-09-19T21:54:51.776,430.3,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,2634,,e4fb5c8d-02b0-44d3-8583-7b4012b80b28,False,,
aws-lambda,forzado,17,4,2026-09-19T21:54:52.731,447.1,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,3493,,ac2dbc2c-ecc8-41cc-a151-ad069b8c1874,False,,
aws-lambda,forzado,17,5,2026-09-19T21:54:53.672,440.0,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,4384,,6e480d4b-40d1-45ff-a63f-5293807b45b5,False,,
cloudflare-workers,forzado,17,0,2026-09-19T21:55:00.694,227.6,200,6eb9b455-2755-4bce-aa1a-9dede1d98c66,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,17,1,2026-09-19T21:55:01.427,223.7,200,6eb9b455-2755-4bce-aa1a-9dede1d98c66,False,678,GIG,,False,,
cloudflare-workers,forzado,17,2,2026-09-19T21:55:02.166,234.1,200,6640ce92-d047-40cc-bcfd-31e24b5ae041,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,17,3,2026-09-19T21:55:02.909,232.6,200,6eb9b455-2755-4bce-aa1a-9dede1d98c66,False,2044,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,17,4,2026-09-19T21:55:03.653,236.7,200,1c155037-1bd3-4185-8d2f-b0eeeca4dc27,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,17,5,2026-09-19T21:55:04.391,233.7,200,1c155037-1bd3-4185-8d2f-b0eeeca4dc27,False,682,GIG,,False,,
aws-lambda,forzado,18,0,2026-09-19T21:55:08.985,815.8,200,b705258b-16ce-48b6-8481-113c0b73357f,,11,,c1ca08b6-41c6-4e5c-a0b1-1ddb9f4a8653,True,instance_id_cambio,
aws-lambda,forzado,18,1,2026-09-19T21:55:09.923,433.0,200,b705258b-16ce-48b6-8481-113c0b73357f,,899,,73210c01-5739-4b29-b517-ab0119545019,False,,
aws-lambda,forzado,18,2,2026-09-19T21:55:10.859,429.9,200,b705258b-16ce-48b6-8481-113c0b73357f,,1763,,d39bca5a-28b9-41f0-9184-ed0f769e9c18,False,,
aws-lambda,forzado,18,3,2026-09-19T21:55:11.795,427.0,200,b705258b-16ce-48b6-8481-113c0b73357f,,2626,,582b9c49-2e96-4201-8dd4-30358fe2a180,False,,
aws-lambda,forzado,18,4,2026-09-19T21:55:12.727,427.7,200,b705258b-16ce-48b6-8481-113c0b73357f,,3487,,b0f010db-6719-4fde-949e-af8c05ea8873,False,,
aws-lambda,forzado,18,5,2026-09-19T21:55:13.668,440.1,200,b705258b-16ce-48b6-8481-113c0b73357f,,4355,,1d2f31f6-7a68-4f6c-b3e5-106cf69449c2,False,,
cloudflare-workers,forzado,18,0,2026-09-19T21:55:21.240,234.3,200,3f2f841e-cd20-46f8-bfde-a012fc36c563,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,18,1,2026-09-19T21:55:21.973,231.7,200,5d61b82d-be34-4064-b8f5-6686a4e1f11f,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,18,2,2026-09-19T21:55:22.702,228.2,200,d8dcf778-69c1-4b40-b2af-68cc74896371,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,18,3,2026-09-19T21:55:23.434,231.7,200,5d61b82d-be34-4064-b8f5-6686a4e1f11f,False,1349,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,18,4,2026-09-19T21:55:24.172,230.5,200,5d61b82d-be34-4064-b8f5-6686a4e1f11f,False,2030,GIG,,False,,
cloudflare-workers,forzado,18,5,2026-09-19T21:55:24.905,232.8,200,5d61b82d-be34-4064-b8f5-6686a4e1f11f,False,2706,GIG,,False,,
aws-lambda,forzado,19,0,2026-09-19T21:55:31.994,714.5,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,6,,9df65dca-a85a-4fc6-8091-1eb0325d0245,True,instance_id_cambio,
aws-lambda,forzado,19,1,2026-09-19T21:55:32.934,439.4,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,881,,567bc654-9568-44e7-9056-4460b18c240b,False,,
aws-lambda,forzado,19,2,2026-09-19T21:55:33.889,451.1,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,1762,,91b270d3-cc07-4382-87b6-0a1f0b4dad9c,False,,
aws-lambda,forzado,19,3,2026-09-19T21:55:34.858,432.1,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,2657,,580ae673-8756-4d19-922c-5c65512567b4,False,,
aws-lambda,forzado,19,4,2026-09-19T21:55:35.784,425.6,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,3509,,d74561dc-73ba-46b0-b7b0-63734e5f37da,False,,
aws-lambda,forzado,19,5,2026-09-19T21:55:34.328,482.4,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,4454,,88844c7f-80ed-4f3d-9be8-5fc6cf451fc4,False,,
cloudflare-workers,forzado,19,0,2026-09-19T21:55:40.964,235.9,200,7b373ddf-daab-4843-92b5-9de778d77413,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,19,1,2026-09-19T21:55:41.701,226.6,200,9c8ab876-ee3d-432c-a91a-85da4bc715a0,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,19,2,2026-09-19T21:55:42.436,227.1,200,1a4ec9cc-8369-4b09-93ae-5e8eb0adc3f0,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,19,3,2026-09-19T21:55:43.162,220.0,200,84a125e1-847e-4ff2-8ffe-a53e42f5f774,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,19,4,2026-09-19T21:55:43.901,237.6,200,7b373ddf-daab-4843-92b5-9de778d77413,False,2712,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,19,5,2026-09-19T21:55:44.624,222.7,200,1a4ec9cc-8369-4b09-93ae-5e8eb0adc3f0,False,2020,GIG,,False,(otro_isolate),
aws-lambda,forzado,20,0,2026-09-19T21:55:51.748,820.5,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,9,,500d2523-00ef-4a94-8de5-b52ac88a9bf1,True,instance_id_cambio,
aws-lambda,forzado,20,1,2026-09-19T21:55:52.742,487.6,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,964,,a627df4f-210f-4b18-a79a-77c5e574b469,False,,
aws-lambda,forzado,20,2,2026-09-19T21:55:53.673,428.7,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,1825,,fd46beff-fc26-4118-8725-5e59edcab9f9,False,,
aws-lambda,forzado,20,3,2026-09-19T21:55:54.620,444.1,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,2699,,d380c4c7-06f0-419d-adfc-ca24279a7138,False,,
aws-lambda,forzado,20,4,2026-09-19T21:55:55.592,455.3,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,3595,,96220cd9-5f77-410b-bd4c-a59b656a76bf,False,,
aws-lambda,forzado,20,5,2026-09-19T21:55:56.516,423.4,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,4450,,5f71b4fb-e9fc-4819-b32a-8275e935bc05,False,,
cloudflare-workers,forzado,20,0,2026-09-19T21:56:03.779,228.9,200,6e8c9403-ebb1-496b-af9a-96ab1dd3013d,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,20,1,2026-09-19T21:56:04.514,234.4,200,15e198f6-6d80-42d6-b419-74061a4dfa88,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,20,2,2026-09-19T21:56:05.246,222.7,200,dfdef2d7-f591-447f-ac03-4d8993801ef1,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,20,3,2026-09-19T21:56:05.971,224.9,200,dc778a28-f06d-4e07-be52-6a077d2e27e5,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,20,4,2026-09-19T21:56:04.215,224.0,200,dfdef2d7-f591-447f-ac03-4d8993801ef1,False,1343,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,20,5,2026-09-19T21:56:04.953,234.7,200,dfdef2d7-f591-447f-ac03-4d8993801ef1,False,2021,GIG,,False,,
aws-lambda,forzado,21,0,2026-09-19T21:56:12.041,735.9,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,6,,5235ba51-0543-46bc-a605-ffce4ba4390f,True,instance_id_cambio,
aws-lambda,forzado,21,1,2026-09-19T21:56:12.976,434.7,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,886,,dc9b1973-830e-468c-b595-a195edb17782,False,,
aws-lambda,forzado,21,2,2026-09-19T21:56:13.931,455.1,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,1768,,268ca20d-38af-4ec3-9eae-8f7e28b3a5f4,False,,
aws-lambda,forzado,21,3,2026-09-19T21:56:14.862,428.9,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,2627,,023bdf05-96c6-452a-ad82-3ec9d610cd8a,False,,
aws-lambda,forzado,21,4,2026-09-19T21:56:15.805,432.0,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,3498,,ce4cd673-10d4-4e22-81b4-eba16b20b128,False,,
aws-lambda,forzado,21,5,2026-09-19T21:56:16.778,469.8,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,4395,,3d53e3a4-461e-4a97-bf68-9861d052f4ed,False,,
cloudflare-workers,forzado,21,0,2026-09-19T21:56:23.691,228.5,200,f5d6d40a-8933-47ce-acc7-6d6d6d5d31e3,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,21,1,2026-09-19T21:56:24.426,233.4,200,508ee3ea-c11a-437b-8467-bc804a2c754d,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,21,2,2026-09-19T21:56:25.175,241.3,200,5c6566bd-c339-41cb-ab3e-ecf67b8b8d94,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,21,3,2026-09-19T21:56:25.902,226.6,200,fb063800-0508-4a73-8d0d-3b50f2fbd170,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,21,4,2026-09-19T21:56:26.636,231.1,200,d8ff98b6-faf0-40fc-97bb-1b252bbe3c23,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,21,5,2026-09-19T21:56:27.371,226.6,200,df45aa2e-ff28-4141-9ce8-a4ea99ca70a0,True,0,GIG,,True,first_request+(otro_isolate),
aws-lambda,forzado,22,0,2026-09-19T21:56:34.359,720.0,200,a30560ba-6811-40c8-9717-b68971301b05,,6,,2fbae59a-8f87-4efc-8994-cf96da9d663e,True,instance_id_cambio,
aws-lambda,forzado,22,1,2026-09-19T21:56:35.307,428.8,200,a30560ba-6811-40c8-9717-b68971301b05,,912,,ae1488c4-7353-456c-a71d-425c32bea3a9,False,,
aws-lambda,forzado,22,2,2026-09-19T21:56:33.767,434.8,200,a30560ba-6811-40c8-9717-b68971301b05,,1779,,2e99407c-f25b-4e01-a314-190cef83b03e,False,,
aws-lambda,forzado,22,3,2026-09-19T21:56:34.746,473.1,200,a30560ba-6811-40c8-9717-b68971301b05,,2682,,55880744-4f6a-4ed0-aa97-51fb31e6b130,False,,
aws-lambda,forzado,22,4,2026-09-19T21:56:35.674,426.4,200,a30560ba-6811-40c8-9717-b68971301b05,,3539,,7d6836b2-b598-4176-9985-63f645868c83,False,,
aws-lambda,forzado,22,5,2026-09-19T21:56:36.610,424.7,200,a30560ba-6811-40c8-9717-b68971301b05,,4403,,b5f58fbf-517b-4784-9edf-740b0bb53fbe,False,,
cloudflare-workers,forzado,22,0,2026-09-19T21:56:43.783,233.1,200,e7b368cc-fad3-40dd-861d-ceff1c4e9f35,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,22,1,2026-09-19T21:56:44.513,225.4,200,fb9c32a5-1289-4a59-a8f6-af36e54454e1,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,22,2,2026-09-19T21:56:45.287,233.4,200,67efba79-34e9-4341-9109-6800e3432aaa,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,22,3,2026-09-19T21:56:46.026,222.9,200,e7b368cc-fad3-40dd-861d-ceff1c4e9f35,False,2072,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,22,4,2026-09-19T21:56:46.770,235.1,200,e7b368cc-fad3-40dd-861d-ceff1c4e9f35,False,2757,GIG,,False,,
cloudflare-workers,forzado,22,5,2026-09-19T21:56:47.506,230.7,200,fb9c32a5-1289-4a59-a8f6-af36e54454e1,False,2764,GIG,,False,(otro_isolate),
aws-lambda,forzado,23,0,2026-09-19T21:56:54.792,823.6,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,7,,328af84a-498e-4761-9f21-e667b278cd4d,True,instance_id_cambio,
aws-lambda,forzado,23,1,2026-09-19T21:56:55.763,466.0,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,927,,40c9b28d-1210-4d77-8747-5b37ac530e4c,False,,
aws-lambda,forzado,23,2,2026-09-19T21:56:56.692,426.7,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,1784,,c86168fb-0498-4d30-be32-64f9fa1d4d55,False,,
aws-lambda,forzado,23,3,2026-09-19T21:56:57.684,481.9,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,2701,,557ebbea-061c-44b0-97e3-f9bbabd088ff,False,,
aws-lambda,forzado,23,4,2026-09-19T21:56:58.656,460.9,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,3598,,cdba86a2-d247-45e7-b6ef-f1a669da3076,False,,
aws-lambda,forzado,23,5,2026-09-19T21:56:59.614,457.0,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,4482,,833a1856-ad9f-443d-813a-f564727acc6f,False,,
cloudflare-workers,forzado,23,0,2026-09-19T21:57:04.376,234.1,200,7b33c9ad-3c45-4bc8-9099-1a6ae26fa16a,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,23,1,2026-09-19T21:57:05.120,225.5,200,a7f069cc-8a55-447a-b9c7-96754d9a7e39,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,23,2,2026-09-19T21:57:05.857,234.5,200,7142a882-31c7-4061-8198-125ee33ace2a,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,23,3,2026-09-19T21:57:06.607,233.3,200,7142a882-31c7-4061-8198-125ee33ace2a,False,692,GIG,,False,,
cloudflare-workers,forzado,23,4,2026-09-19T21:57:07.371,253.8,200,7b33c9ad-3c45-4bc8-9099-1a6ae26fa16a,False,2765,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,23,5,2026-09-19T21:57:08.106,231.2,200,7142a882-31c7-4061-8198-125ee33ace2a,False,2076,GIG,,False,(otro_isolate),
aws-lambda,forzado,24,0,2026-09-19T21:57:15.392,823.2,200,322e0aec-7f78-49a5-9efb-029f80b22721,,7,,10794498-1617-45d0-8621-580943119e7a,True,instance_id_cambio,
aws-lambda,forzado,24,1,2026-09-19T21:57:16.364,431.8,200,322e0aec-7f78-49a5-9efb-029f80b22721,,928,,789537a2-92b3-4066-85ef-5c8301e040d4,False,,
aws-lambda,forzado,24,2,2026-09-19T21:57:17.309,436.5,200,322e0aec-7f78-49a5-9efb-029f80b22721,,1800,,a12ded86-63c9-4f7c-8dfe-6ba71c64055e,False,,
aws-lambda,forzado,24,3,2026-09-19T21:57:18.268,427.5,200,322e0aec-7f78-49a5-9efb-029f80b22721,,2685,,c9d69306-5751-4031-b447-912b6d17f95e,False,,
aws-lambda,forzado,24,4,2026-09-19T21:57:19.221,430.2,200,322e0aec-7f78-49a5-9efb-029f80b22721,,3564,,80e302e0-0c2a-408a-8b15-dc5ab26093a3,False,,
aws-lambda,forzado,24,5,2026-09-19T21:57:20.230,468.9,200,322e0aec-7f78-49a5-9efb-029f80b22721,,4496,,832e4b9e-37a3-4ca0-b72f-48bd3b6d0786,False,,
cloudflare-workers,forzado,24,0,2026-09-19T21:57:26.749,221.6,200,133de2be-4fb7-4a3a-b62b-e14c508e397c,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,24,1,2026-09-19T21:57:27.483,231.5,200,83472de4-9f67-41a6-9859-7755030a83ec,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,24,2,2026-09-19T21:57:28.245,227.4,200,066cd9d7-0b4d-41ca-aa6b-20f992d47210,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,24,3,2026-09-19T21:57:29.001,248.1,200,d4808057-fe46-4fe4-8442-5ab603b0797e,True,0,GIG,,True,first_request+(otro_isolate),
cloudflare-workers,forzado,24,4,2026-09-19T21:57:29.745,235.6,200,83472de4-9f67-41a6-9859-7755030a83ec,False,2086,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,24,5,2026-09-19T21:57:30.496,241.4,200,066cd9d7-0b4d-41ca-aa6b-20f992d47210,False,2077,GIG,,False,(otro_isolate),
aws-lambda,forzado,25,0,2026-09-19T21:57:35.061,754.9,200,a753da39-52ab-4d06-8399-df6da1487681,,5,,440eeecd-f069-4642-889d-52623ab6076d,True,instance_id_cambio,
aws-lambda,forzado,25,1,2026-09-19T21:57:35.999,437.3,200,a753da39-52ab-4d06-8399-df6da1487681,,881,,503ae446-af78-47f0-9382-d41dee496cb5,False,,
aws-lambda,forzado,25,2,2026-09-19T21:57:36.959,448.5,200,a753da39-52ab-4d06-8399-df6da1487681,,1769,,e6e08fe1-2616-4779-920d-4b3db3d473ab,False,,
aws-lambda,forzado,25,3,2026-09-19T21:57:37.926,425.5,200,a753da39-52ab-4d06-8399-df6da1487681,,2660,,0b66ab2d-87e2-4777-b4a1-5111e27aea00,False,,
aws-lambda,forzado,25,4,2026-09-19T21:57:38.849,421.6,200,a753da39-52ab-4d06-8399-df6da1487681,,3512,,6a9513a0-d15a-4089-b6ae-3ce2d95fbbeb,False,,
aws-lambda,forzado,25,5,2026-09-19T21:57:39.818,429.0,200,a753da39-52ab-4d06-8399-df6da1487681,,4406,,1e13f670-d09f-4b4a-bdf7-89586abf675e,False,,
cloudflare-workers,forzado,25,0,2026-09-19T21:57:46.134,231.9,200,d4808057-fe46-4fe4-8442-5ab603b0797e,False,18105,GIG,,False,(otro_isolate),
