plataforma,modo,ciclo,n_en_ciclo,timestamp_local,latencia_ms,http_status,instance_id,first_request,uptime_ms,colo,request_id,es_frio,criterio_frio,error
cloudflare-workers,forzado,13,0,2026-09-19T19:33:03.689,200.9,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6598622,GIG,,False,,
cloudflare-workers,forzado,13,1,2026-09-19T19:33:04.395,206.3,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6582254,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,13,2,2026-09-19T19:33:05.108,212.6,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6600039,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,13,3,2026-09-19T19:33:05.813,204.6,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4197098,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,13,4,2026-09-19T19:33:06.525,210.9,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6601456,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,13,5,2026-09-19T19:33:07.230,204.2,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4198515,GIG,,False,(otro_isolate),
aws-lambda,forzado,14,0,2026-09-19T19:33:13.964,683.5,200,2707ce14-2f49-4d4d-920e-b310a9e4afd4,,7,,1f5f0f8a-0f14-4c75-baed-1ceca880bc59,True,instance_id_cambio,
aws-lambda,forzado,14,1,2026-09-19T19:33:14.861,395.7,200,2707ce14-2f49-4d4d-920e-b310a9e4afd4,,913,,46d880a1-68f0-4c9b-b4f7-3398344dccd3,False,,
aws-lambda,forzado,14,2,2026-09-19T19:33:15.755,393.3,200,2707ce14-2f49-4d4d-920e-b310a9e4afd4,,1807,,bf1e4f5e-94a6-47a2-9209-bbb3f313e168,False,,
aws-lambda,forzado,14,3,2026-09-19T19:33:16.646,391.0,200,2707ce14-2f49-4d4d-920e-b310a9e4afd4,,2697,,0f83695b-0925-4ffc-9053-4f9f6075d6bd,False,,
aws-lambda,forzado,14,4,2026-09-19T19:33:17.532,385.4,200,2707ce14-2f49-4d4d-920e-b310a9e4afd4,,3582,,e1b3bc42-86f1-48b7-9610-cb0e063271d9,False,,
aws-lambda,forzado,14,5,2026-09-19T19:33:18.416,383.6,200,2707ce14-2f49-4d4d-920e-b310a9e4afd4,,4468,,85001965-0a76-4f04-9004-8bf156b35a81,False,,
cloudflare-workers,forzado,14,0,2026-09-19T19:33:18.627,211.0,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4209910,GIG,,False,,
cloudflare-workers,forzado,14,1,2026-09-19T19:33:19.330,202.5,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6614261,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,14,2,2026-09-19T19:33:20.034,203.0,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6614966,GIG,,False,,
cloudflare-workers,forzado,14,3,2026-09-19T19:33:20.751,216.8,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6598608,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,14,4,2026-09-19T19:33:21.455,203.5,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6616388,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,14,5,2026-09-19T19:33:22.164,208.8,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6617095,GIG,,False,,
aws-lambda,forzado,15,0,2026-09-19T19:33:29.054,697.3,200,a6376968-28ed-4ae2-91cf-15d87d6068c1,,6,,8deb774d-2149-451d-9f26-b13277782c01,True,instance_id_cambio,
aws-lambda,forzado,15,1,2026-09-19T19:33:29.948,393.5,200,a6376968-28ed-4ae2-91cf-15d87d6068c1,,927,,b34027c8-9584-4528-b881-e2b93b9e47da,False,,
aws-lambda,forzado,15,2,2026-09-19T19:33:30.838,389.5,200,a6376968-28ed-4ae2-91cf-15d87d6068c1,,1818,,100ca914-de7f-4cc1-8920-17d31e525331,False,,
aws-lambda,forzado,15,3,2026-09-19T19:33:31.728,389.0,200,a6376968-28ed-4ae2-91cf-15d87d6068c1,,2707,,a50954d3-79a4-4147-9cc5-8e1670701d8c,False,,
aws-lambda,forzado,15,4,2026-09-19T19:33:32.615,386.4,200,a6376968-28ed-4ae2-91cf-15d87d6068c1,,3594,,194ea97d-6d3f-4001-b36c-28e8ce336e23,False,,
aws-lambda,forzado,15,5,2026-09-19T19:33:33.502,386.7,200,a6376968-28ed-4ae2-91cf-15d87d6068c1,,4481,,6f212943-a256-4d9d-bab0-fdbddf4bb7a6,False,,
cloudflare-workers,forzado,15,0,2026-09-19T19:33:33.706,203.8,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6611565,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,15,1,2026-09-19T19:33:34.415,208.3,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6629345,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,15,2,2026-09-19T19:33:35.117,201.5,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6630050,GIG,,False,,
cloudflare-workers,forzado,15,3,2026-09-19T19:33:35.817,199.3,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6630749,GIG,,False,,
cloudflare-workers,forzado,15,4,2026-09-19T19:33:36.527,210.6,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6631457,GIG,,False,,
cloudflare-workers,forzado,15,5,2026-09-19T19:33:37.252,223.8,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6631469,GIG,,False,(otro_isolate),
aws-lambda,forzado,16,0,2026-09-19T19:33:44.022,734.5,200,3d66ed51-defc-4cef-aa73-923d9d501447,,7,,06d418c4-ed62-492f-b4b3-663bbead2ea7,True,instance_id_cambio,
aws-lambda,forzado,16,1,2026-09-19T19:33:44.911,388.4,200,3d66ed51-defc-4cef-aa73-923d9d501447,,942,,2f62da25-9990-4991-b19e-13c4f8ad9d5e,False,,
aws-lambda,forzado,16,2,2026-09-19T19:33:45.803,391.6,200,3d66ed51-defc-4cef-aa73-923d9d501447,,1836,,69ab2fdf-320a-40ad-bc42-5a8adc83daee,False,,
aws-lambda,forzado,16,3,2026-09-19T19:33:46.692,388.8,200,3d66ed51-defc-4cef-aa73-923d9d501447,,2724,,764df437-fe88-4a1b-be8f-0d1395117139,False,,
aws-lambda,forzado,16,4,2026-09-19T19:33:47.581,388.5,200,3d66ed51-defc-4cef-aa73-923d9d501447,,3614,,41eeb32d-7aa8-4508-8e26-ecef20edb560,False,,
aws-lambda,forzado,16,5,2026-09-19T19:33:48.470,387.9,200,3d66ed51-defc-4cef-aa73-923d9d501447,,4502,,550e56e3-0b4a-4a4d-95a0-8547f50d8f56,False,,
cloudflare-workers,forzado,16,0,2026-09-19T19:33:48.683,213.1,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6626539,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,16,1,2026-09-19T19:33:49.386,202.6,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6644318,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,16,2,2026-09-19T19:33:50.085,197.9,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4241367,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,16,3,2026-09-19T19:33:50.805,219.3,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6645732,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,16,4,2026-09-19T19:33:51.515,210.3,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6646445,GIG,,False,,
cloudflare-workers,forzado,16,5,2026-09-19T19:33:52.213,197.7,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6647146,GIG,,False,,
aws-lambda,forzado,17,0,2026-09-19T19:33:58.932,634.8,200,68b37e51-dfd4-4432-8c1d-4d1ab87d6a78,,6,,f3e39a69-5ded-43f3-8b83-46902ed23e59,True,instance_id_cambio,
aws-lambda,forzado,17,1,2026-09-19T19:33:59.855,422.8,200,68b37e51-dfd4-4432-8c1d-4d1ab87d6a78,,950,,824a299f-8bd5-4af7-a143-2be2b8edab70,False,,
aws-lambda,forzado,17,2,2026-09-19T19:34:00.745,389.3,200,68b37e51-dfd4-4432-8c1d-4d1ab87d6a78,,1841,,7bfa2184-717f-43f0-bf47-6215ec737914,False,,
aws-lambda,forzado,17,3,2026-09-19T19:34:01.631,384.9,200,68b37e51-dfd4-4432-8c1d-4d1ab87d6a78,,2726,,389dc39d-2f82-4eb4-bbf8-78027f114fc1,False,,
aws-lambda,forzado,17,4,2026-09-19T19:34:02.515,384.2,200,68b37e51-dfd4-4432-8c1d-4d1ab87d6a78,,3609,,323f2fbc-9afc-4bad-bf24-322acc6343fc,False,,
aws-lambda,forzado,17,5,2026-09-19T19:34:03.397,381.3,200,68b37e51-dfd4-4432-8c1d-4d1ab87d6a78,,4493,,aedc088d-af6e-45ee-8c59-76db670a9f3a,False,,
cloudflare-workers,forzado,17,0,2026-09-19T19:34:03.604,207.0,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6641461,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,17,1,2026-09-19T19:34:04.303,198.1,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6642161,GIG,,False,,
cloudflare-workers,forzado,17,2,2026-09-19T19:34:05.018,214.9,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6659236,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,17,3,2026-09-19T19:34:05.718,199.7,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6659940,GIG,,False,,
cloudflare-workers,forzado,17,4,2026-09-19T19:34:06.431,212.4,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6661359,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,17,5,2026-09-19T19:34:07.127,195.9,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6661349,GIG,,False,(otro_isolate),
aws-lambda,forzado,18,0,2026-09-19T19:34:13.824,710.7,200,9fb1698b-9d46-4d54-814a-50e8dca463e7,,7,,fe79cbe1-8261-4f11-8d0f-6a48c1cbb78c,True,instance_id_cambio,
aws-lambda,forzado,18,1,2026-09-19T19:34:14.720,396.1,200,9fb1698b-9d46-4d54-814a-50e8dca463e7,,910,,92453582-1b57-4517-ac2c-6ef10c8ce635,False,,
aws-lambda,forzado,18,2,2026-09-19T19:34:15.616,395.3,200,9fb1698b-9d46-4d54-814a-50e8dca463e7,,1806,,f8e3c6ee-329a-459b-8049-19f73b10f779,False,,
aws-lambda,forzado,18,3,2026-09-19T19:34:16.502,385.7,200,9fb1698b-9d46-4d54-814a-50e8dca463e7,,2693,,ce64d90a-3c2a-4ae8-925b-bf902a6cdc5f,False,,
aws-lambda,forzado,18,4,2026-09-19T19:34:17.388,385.8,200,9fb1698b-9d46-4d54-814a-50e8dca463e7,,3578,,e8cb97a4-6b60-4182-82b8-50a0d9116779,False,,
aws-lambda,forzado,18,5,2026-09-19T19:34:18.275,386.0,200,9fb1698b-9d46-4d54-814a-50e8dca463e7,,4464,,ab7a1ab3-4cc8-401d-bb88-f420223bd57f,False,,
cloudflare-workers,forzado,18,0,2026-09-19T19:34:18.488,212.9,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6656346,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,18,1,2026-09-19T19:34:19.213,224.4,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6674142,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,18,2,2026-09-19T19:34:19.924,210.3,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6657779,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,18,3,2026-09-19T19:34:20.653,228.2,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6674872,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,18,4,2026-09-19T19:34:21.376,222.9,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6676305,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,18,5,2026-09-19T19:34:22.095,218.5,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6676316,GIG,,False,(otro_isolate),
aws-lambda,forzado,19,0,2026-09-19T19:34:28.771,709.2,200,b8c41c5d-09e7-48a4-baa6-15e1fa8ff7b2,,7,,2c193f10-c66c-408a-8fcb-f310f783b3d6,True,instance_id_cambio,
aws-lambda,forzado,19,1,2026-09-19T19:34:29.665,389.5,200,b8c41c5d-09e7-48a4-baa6-15e1fa8ff7b2,,938,,f60350c6-c906-481f-a188-343b587f27da,False,,
aws-lambda,forzado,19,2,2026-09-19T19:34:30.555,389.4,200,b8c41c5d-09e7-48a4-baa6-15e1fa8ff7b2,,1829,,2daf819e-7ea9-4455-8df8-429c0a90fcc3,False,,
aws-lambda,forzado,19,3,2026-09-19T19:34:31.451,395.4,200,b8c41c5d-09e7-48a4-baa6-15e1fa8ff7b2,,2725,,424af30b-fa01-4686-a390-05a5fac472ba,False,,
aws-lambda,forzado,19,4,2026-09-19T19:34:32.343,391.5,200,b8c41c5d-09e7-48a4-baa6-15e1fa8ff7b2,,3617,,c3f0a1cc-9da3-42ce-b13f-f56492a9f0ff,False,,
aws-lambda,forzado,19,5,2026-09-19T19:34:33.230,386.0,200,b8c41c5d-09e7-48a4-baa6-15e1fa8ff7b2,,4503,,f06fec2f-bcf5-4e94-8b0a-da797b18234b,False,,
cloudflare-workers,forzado,19,0,2026-09-19T19:34:33.427,196.7,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6688358,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,19,1,2026-09-19T19:34:34.139,211.5,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6671993,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,19,2,2026-09-19T19:34:34.852,212.9,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6672707,GIG,,False,,
cloudflare-workers,forzado,19,3,2026-09-19T19:34:35.562,209.7,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6689781,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,19,4,2026-09-19T19:34:36.269,206.2,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6691197,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,19,5,2026-09-19T19:34:36.973,203.1,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6691904,GIG,,False,,
aws-lambda,forzado,20,0,2026-09-19T19:34:43.755,711.3,200,7c65815e-289a-471d-bf8c-a0c3ddc5a001,,7,,b3d90268-f22f-4f04-af16-948285660153,True,instance_id_cambio,
aws-lambda,forzado,20,1,2026-09-19T19:34:44.642,386.3,200,7c65815e-289a-471d-bf8c-a0c3ddc5a001,,916,,a90d032c-8c2f-42ab-a79e-21f887b03e6b,False,,
aws-lambda,forzado,20,2,2026-09-19T19:34:45.532,390.1,200,7c65815e-289a-471d-bf8c-a0c3ddc5a001,,1807,,5307ad9c-c8ed-4e07-a2aa-c8981a8ca930,False,,
aws-lambda,forzado,20,3,2026-09-19T19:34:46.419,386.6,200,7c65815e-289a-471d-bf8c-a0c3ddc5a001,,2693,,6a777fe3-62f5-46b2-991e-6c5a0bd73179,False,,
aws-lambda,forzado,20,4,2026-09-19T19:34:47.307,387.8,200,7c65815e-289a-471d-bf8c-a0c3ddc5a001,,3581,,5be65b8f-e051-4596-9fea-b019347101e3,False,,
aws-lambda,forzado,20,5,2026-09-19T19:34:48.199,391.4,200,7c65815e-289a-471d-bf8c-a0c3ddc5a001,,4474,,5d270e2b-cebf-438f-92df-264ebcdf3b15,False,,
cloudflare-workers,forzado,20,0,2026-09-19T19:34:48.406,206.6,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4299686,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,20,1,2026-09-19T19:34:49.114,207.8,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6703334,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,20,2,2026-09-19T19:34:49.824,208.7,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6687678,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,20,3,2026-09-19T19:34:50.538,213.9,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6688395,GIG,,False,,
cloudflare-workers,forzado,20,4,2026-09-19T19:34:51.250,211.7,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6706176,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,20,5,2026-09-19T19:34:51.950,199.2,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6706880,GIG,,False,,
