plataforma,modo,ciclo,n_en_ciclo,timestamp_local,latencia_ms,http_status,instance_id,first_request,uptime_ms,colo,request_id,es_frio,criterio_frio,error
cloudflare-workers,forzado,5,4,2026-09-19T19:31:07.831,208.6,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6482767,GIG,,False,,
cloudflare-workers,forzado,5,5,2026-09-19T19:31:08.533,201.7,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6483470,GIG,,False,,
aws-lambda,forzado,6,0,2026-09-19T19:31:15.352,670.0,200,7d259645-e0c2-4f73-95d6-6886a1a7fbae,,7,,ebd53af1-67f8-4222-ae5d-55836905a572,True,instance_id_cambio,
aws-lambda,forzado,6,1,2026-09-19T19:31:16.253,399.7,200,7d259645-e0c2-4f73-95d6-6886a1a7fbae,,911,,69875bb3-edb5-4277-9e66-7ce69264ff4f,False,,
aws-lambda,forzado,6,2,2026-09-19T19:31:17.175,422.0,200,7d259645-e0c2-4f73-95d6-6886a1a7fbae,,1835,,960b3b47-3404-492f-b45f-f0fbd223b9d8,False,,
aws-lambda,forzado,6,3,2026-09-19T19:31:18.089,412.9,200,7d259645-e0c2-4f73-95d6-6886a1a7fbae,,2748,,e20ca1c0-2e49-4d6a-b9ac-2bb343abb336,False,,
aws-lambda,forzado,6,4,2026-09-19T19:31:19.008,419.1,200,7d259645-e0c2-4f73-95d6-6886a1a7fbae,,3667,,3c200667-8290-46cd-b005-0ba2cc3200db,False,,
aws-lambda,forzado,6,5,2026-09-19T19:31:19.935,426.7,200,7d259645-e0c2-4f73-95d6-6886a1a7fbae,,4595,,3a2904ce-5acc-4499-ac7c-9d70a5cca69e,False,,
cloudflare-workers,forzado,6,0,2026-09-19T19:31:20.142,205.9,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6494368,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,6,1,2026-09-19T19:31:20.847,204.7,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6495781,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,6,2,2026-09-19T19:31:21.550,203.0,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6496487,GIG,,False,,
cloudflare-workers,forzado,6,3,2026-09-19T19:31:22.268,217.0,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6496492,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,6,4,2026-09-19T19:31:22.970,201.3,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6497907,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,6,5,2026-09-19T19:31:23.679,209.3,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6497904,GIG,,False,(otro_isolate),
aws-lambda,forzado,7,0,2026-09-19T19:31:30.569,676.5,200,b05c0258-67f2-4e6d-857b-a2dd218e20bd,,6,,f9f8d1bd-85c3-417d-993a-c16bf990e425,True,instance_id_cambio,
aws-lambda,forzado,7,1,2026-09-19T19:31:31.483,413.6,200,b05c0258-67f2-4e6d-857b-a2dd218e20bd,,942,,591cee85-4e78-4095-8dc2-174621faab1b,False,,
aws-lambda,forzado,7,2,2026-09-19T19:31:32.376,392.2,200,b05c0258-67f2-4e6d-857b-a2dd218e20bd,,1834,,a860d823-6858-4322-ba01-818a437f2ed3,False,,
aws-lambda,forzado,7,3,2026-09-19T19:31:33.265,388.6,200,b05c0258-67f2-4e6d-857b-a2dd218e20bd,,2723,,7a209485-25a2-4947-84c5-9bf336b140dd,False,,
aws-lambda,forzado,7,4,2026-09-19T19:31:34.173,407.1,200,b05c0258-67f2-4e6d-857b-a2dd218e20bd,,3631,,03e4f3ee-6bf1-4b4f-a205-cc501daf3930,False,,
aws-lambda,forzado,7,5,2026-09-19T19:31:35.080,406.0,200,b05c0258-67f2-4e6d-857b-a2dd218e20bd,,4537,,493b1833-9d55-4691-97dd-2f2eb7ad2051,False,,
cloudflare-workers,forzado,7,0,2026-09-19T19:31:35.307,227.0,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6510242,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,7,1,2026-09-19T19:31:36.007,199.6,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6510944,GIG,,False,,
cloudflare-workers,forzado,7,2,2026-09-19T19:31:36.712,204.5,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6511646,GIG,,False,,
cloudflare-workers,forzado,7,3,2026-09-19T19:31:37.405,193.3,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6512343,GIG,,False,,
cloudflare-workers,forzado,7,4,2026-09-19T19:31:38.117,211.3,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6512341,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,7,5,2026-09-19T19:31:38.834,216.5,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6513058,GIG,,False,,
aws-lambda,forzado,8,0,2026-09-19T19:31:45.593,688.6,200,e8c42ac5-1e31-46c8-8c20-2c2e1f2186c4,,7,,a64a2234-0628-4f0b-90fa-729f902e2e60,True,instance_id_cambio,
aws-lambda,forzado,8,1,2026-09-19T19:31:46.486,392.3,200,e8c42ac5-1e31-46c8-8c20-2c2e1f2186c4,,922,,6626cfb2-8564-446e-869b-e9593e0ef4be,False,,
aws-lambda,forzado,8,2,2026-09-19T19:31:47.375,388.3,200,e8c42ac5-1e31-46c8-8c20-2c2e1f2186c4,,1811,,b6d30dd7-a05e-4994-aec1-8b3bce606bff,False,,
aws-lambda,forzado,8,3,2026-09-19T19:31:48.273,397.8,200,e8c42ac5-1e31-46c8-8c20-2c2e1f2186c4,,2709,,a47b06c8-5b25-4112-adb6-cb39bc04b5f1,False,,
aws-lambda,forzado,8,4,2026-09-19T19:31:49.186,413.0,200,e8c42ac5-1e31-46c8-8c20-2c2e1f2186c4,,3622,,8a07ff00-ee82-4595-bee6-17ce72d4e09d,False,,
aws-lambda,forzado,8,5,2026-09-19T19:31:50.085,398.0,200,e8c42ac5-1e31-46c8-8c20-2c2e1f2186c4,,4520,,bb62f54b-0bcc-4b1b-aa3a-826385b4125c,False,,
cloudflare-workers,forzado,8,0,2026-09-19T19:31:50.291,205.8,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6525225,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,8,1,2026-09-19T19:31:50.997,206.2,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6525223,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,8,2,2026-09-19T19:31:51.710,212.8,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6509571,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,8,3,2026-09-19T19:31:52.418,207.5,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6527352,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,8,4,2026-09-19T19:31:53.125,206.0,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6528061,GIG,,False,,
cloudflare-workers,forzado,8,5,2026-09-19T19:31:53.834,208.7,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6511695,GIG,,False,(otro_isolate),
aws-lambda,forzado,9,0,2026-09-19T19:32:00.809,676.9,200,c8cd5900-93ed-45ea-bd69-efe650aa0087,,8,,047f0634-2d1f-4019-addb-d4ea3e158917,True,instance_id_cambio,
aws-lambda,forzado,9,1,2026-09-19T19:32:01.704,394.7,200,c8cd5900-93ed-45ea-bd69-efe650aa0087,,920,,400623e3-b87b-4165-a58a-056dc45ccddf,False,,
aws-lambda,forzado,9,2,2026-09-19T19:32:02.593,388.4,200,c8cd5900-93ed-45ea-bd69-efe650aa0087,,1808,,4d955743-9a74-4a8d-a15e-8e4d7211116f,False,,
aws-lambda,forzado,9,3,2026-09-19T19:32:03.480,387.0,200,c8cd5900-93ed-45ea-bd69-efe650aa0087,,2696,,ea019b77-600d-47c8-a7df-9f060fac62c8,False,,
aws-lambda,forzado,9,4,2026-09-19T19:32:04.370,389.5,200,c8cd5900-93ed-45ea-bd69-efe650aa0087,,3586,,622c1217-99fb-4cb9-b296-3e0604c95f22,False,,
aws-lambda,forzado,9,5,2026-09-19T19:32:05.265,394.5,200,c8cd5900-93ed-45ea-bd69-efe650aa0087,,4481,,63d7221f-001f-4b6d-9df2-b95fcf1770f9,False,,
cloudflare-workers,forzado,9,0,2026-09-19T19:32:05.484,218.7,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4136769,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,9,1,2026-09-19T19:32:06.189,204.2,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6524051,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,9,2,2026-09-19T19:32:06.907,217.7,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6524767,GIG,,False,,
cloudflare-workers,forzado,9,3,2026-09-19T19:32:07.610,202.7,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6542546,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,9,4,2026-09-19T19:32:08.310,199.5,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6542535,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,9,5,2026-09-19T19:32:09.022,211.4,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4140308,GIG,,False,(otro_isolate),
aws-lambda,forzado,10,0,2026-09-19T19:32:15.787,729.3,200,b112a17c-e478-4375-bd2c-155e716eb518,,6,,0f39e856-7bcd-41b3-bd1d-23bdd25a6ec3,True,instance_id_cambio,
aws-lambda,forzado,10,1,2026-09-19T19:32:16.681,393.7,200,b112a17c-e478-4375-bd2c-155e716eb518,,925,,7b4ef2d4-699f-46ae-9427-bb6f3990e676,False,,
aws-lambda,forzado,10,2,2026-09-19T19:32:17.566,384.6,200,b112a17c-e478-4375-bd2c-155e716eb518,,1811,,9b0c361b-616c-49bb-b91b-65356a206896,False,,
aws-lambda,forzado,10,3,2026-09-19T19:32:18.456,389.0,200,b112a17c-e478-4375-bd2c-155e716eb518,,2699,,e5359297-cecf-4c47-81e7-3aadafd69507,False,,
aws-lambda,forzado,10,4,2026-09-19T19:32:19.347,390.6,200,b112a17c-e478-4375-bd2c-155e716eb518,,3591,,88ce047f-6b50-45ec-82dc-ad27e7d80c83,False,,
aws-lambda,forzado,10,5,2026-09-19T19:32:20.232,384.0,200,b112a17c-e478-4375-bd2c-155e716eb518,,4476,,e33da4ba-79ac-4474-8615-114a6baec9c8,False,,
cloudflare-workers,forzado,10,0,2026-09-19T19:32:20.430,198.2,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6555366,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,10,1,2026-09-19T19:32:21.138,206.6,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6556071,GIG,,False,,
cloudflare-workers,forzado,10,2,2026-09-19T19:32:21.839,201.1,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6556774,GIG,,False,,
cloudflare-workers,forzado,10,3,2026-09-19T19:32:22.554,214.3,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4153839,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,10,4,2026-09-19T19:32:23.259,205.1,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4154545,GIG,,False,,
cloudflare-workers,forzado,10,5,2026-09-19T19:32:23.968,207.9,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6558900,GIG,,False,(otro_isolate),
aws-lambda,forzado,11,0,2026-09-19T19:32:30.890,702.0,200,01631805-ac89-4655-8055-8bb796480432,,7,,51ec97ee-187c-49bf-88ce-5ce6dc94883b,True,instance_id_cambio,
aws-lambda,forzado,11,1,2026-09-19T19:32:31.782,390.9,200,01631805-ac89-4655-8055-8bb796480432,,922,,df562e19-abf2-43fc-aa53-e8a99ba0fdc1,False,,
aws-lambda,forzado,11,2,2026-09-19T19:32:32.698,415.4,200,01631805-ac89-4655-8055-8bb796480432,,1839,,ac3d8ff1-c233-4c2f-9b44-af744bdccb23,False,,
aws-lambda,forzado,11,3,2026-09-19T19:32:33.586,387.7,200,01631805-ac89-4655-8055-8bb796480432,,2727,,cc80c470-4790-4c5d-9b08-5399c152e17d,False,,
aws-lambda,forzado,11,4,2026-09-19T19:32:34.490,403.8,200,01631805-ac89-4655-8055-8bb796480432,,3632,,616c1801-62c7-44e2-b754-069132be1396,False,,
aws-lambda,forzado,11,5,2026-09-19T19:32:35.376,385.4,200,01631805-ac89-4655-8055-8bb796480432,,4517,,b5e4303d-8639-4c81-9481-8dfeb8b4c583,False,,
cloudflare-workers,forzado,11,0,2026-09-19T19:32:35.579,202.8,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4166865,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,11,1,2026-09-19T19:32:36.290,210.7,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6571222,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,11,2,2026-09-19T19:32:36.999,208.5,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6571932,GIG,,False,,
cloudflare-workers,forzado,11,3,2026-09-19T19:32:37.719,218.9,200,cf5d4fd4-f2c1-4cba-a273-7c5372670f51,False,6555577,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,11,4,2026-09-19T19:32:38.414,194.2,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6573349,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,11,5,2026-09-19T19:32:39.123,208.6,200,e3af2321-1889-48be-ae40-eabef16bfe3e,False,4170407,GIG,,False,(otro_isolate),
aws-lambda,forzado,12,0,2026-09-19T19:32:45.838,699.7,200,4b36eba3-00b7-40a5-a6c1-48f0ec51843a,,7,,a5f5236d-8974-4a8f-81f7-8afdf4ece16c,True,instance_id_cambio,
aws-lambda,forzado,12,1,2026-09-19T19:32:46.725,387.3,200,4b36eba3-00b7-40a5-a6c1-48f0ec51843a,,919,,58b5cf79-2806-4246-83c8-377a0c92e8dc,False,,
aws-lambda,forzado,12,2,2026-09-19T19:32:47.620,393.8,200,4b36eba3-00b7-40a5-a6c1-48f0ec51843a,,1813,,61857465-a3ea-4e1d-961b-b31e03441a0a,False,,
aws-lambda,forzado,12,3,2026-09-19T19:32:48.511,391.3,200,4b36eba3-00b7-40a5-a6c1-48f0ec51843a,,2704,,353de919-7948-406e-b833-056a124e4421,False,,
aws-lambda,forzado,12,4,2026-09-19T19:32:49.397,385.4,200,4b36eba3-00b7-40a5-a6c1-48f0ec51843a,,3592,,3d25c03e-1632-4a78-888e-f6dab1f486a0,False,,
aws-lambda,forzado,12,5,2026-09-19T19:32:50.285,387.5,200,4b36eba3-00b7-40a5-a6c1-48f0ec51843a,,4479,,35b627a7-2978-49cf-a740-d4a46e43bc80,False,,
cloudflare-workers,forzado,12,0,2026-09-19T19:32:50.493,207.6,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6585424,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,12,1,2026-09-19T19:32:51.205,211.6,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6586137,GIG,,False,,
cloudflare-workers,forzado,12,2,2026-09-19T19:32:51.913,207.8,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6586847,GIG,,False,,
cloudflare-workers,forzado,12,3,2026-09-19T19:32:52.618,204.4,200,e0c1e688-a012-4695-b0d3-ca418f2ec92a,False,6586842,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,12,4,2026-09-19T19:32:53.323,205.2,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6588256,GIG,,False,(otro_isolate),
cloudflare-workers,forzado,12,5,2026-09-19T19:32:54.022,197.9,200,00dcfc74-33df-4099-a396-e346d85cf439,False,6588957,GIG,,False,,
aws-lambda,forzado,13,0,2026-09-19T19:32:59.017,679.5,200,7668ba7c-ec1d-4b3d-aa43-186aefe30d39,,7,,0b556af1-a2f4-4477-aa9a-d2f94882f89f,True,instance_id_cambio,
aws-lambda,forzado,13,1,2026-09-19T19:32:59.915,397.9,200,7668ba7c-ec1d-4b3d-aa43-186aefe30d39,,913,,a0813ae4-68da-4d0d-ab4a-8ec59b62ba19,False,,
aws-lambda,forzado,13,2,2026-09-19T19:33:00.822,406.6,200,7668ba7c-ec1d-4b3d-aa43-186aefe30d39,,1820,,dd9ccf0c-fc23-4229-97ec-b7cd08277ff5,False,,
aws-lambda,forzado,13,3,2026-09-19T19:33:01.709,386.4,200,7668ba7c-ec1d-4b3d-aa43-186aefe30d39,,2706,,7baf10c4-13ab-416b-9a0a-a2957158804e,False,,
aws-lambda,forzado,13,4,2026-09-19T19:33:02.604,393.9,200,7668ba7c-ec1d-4b3d-aa43-186aefe30d39,,3599,,db5a157a-e2e3-490e-bd2f-367dd4316728,False,,
aws-lambda,forzado,13,5,2026-09-19T19:33:03.488,383.6,200,7668ba7c-ec1d-4b3d-aa43-186aefe30d39,,4485,,b7eb74a1-06d4-48b6-b597-9272c7ca98ea,False,,
