plataforma,modo,ciclo,n_en_ciclo,timestamp_local,latencia_ms,http_status,instance_id,first_request,uptime_ms,colo,request_id,es_frio,criterio_frio,error,cw_duration_ms,cw_billed_ms,cw_init_duration_ms,cw_log_stream,resto_red_plataforma_ms
aws-lambda,forzado,15,2,2026-09-19T21:54:07.774,422.5,200,f2264718-97fa-4b18-a73e-75f905354cf2,,1733,,dc91f8d4-dccc-4c0c-a3cb-9a5b691f4b1d,False,,,1.67,2,,2026/09/20/[$LATEST]c1f5f41f251a46a4b5e52ea600f4aa45,420.8
aws-lambda,forzado,15,3,2026-09-19T21:54:08.737,463.2,200,f2264718-97fa-4b18-a73e-75f905354cf2,,2622,,07fcb04f-24e0-4571-a765-549d40ad3713,False,,,1.60,2,,2026/09/20/[$LATEST]c1f5f41f251a46a4b5e52ea600f4aa45,461.6
aws-lambda,forzado,15,4,2026-09-19T21:54:09.719,441.3,200,f2264718-97fa-4b18-a73e-75f905354cf2,,3529,,d4b8833a-28ae-4935-aaba-215227739c6e,False,,,1.49,2,,2026/09/20/[$LATEST]c1f5f41f251a46a4b5e52ea600f4aa45,439.8
aws-lambda,forzado,15,5,2026-09-19T21:54:10.657,435.4,200,f2264718-97fa-4b18-a73e-75f905354cf2,,4393,,360010ef-24ea-4aac-ae14-94933663aebe,False,,,1.39,2,,2026/09/20/[$LATEST]c1f5f41f251a46a4b5e52ea600f4aa45,434.0
aws-lambda,forzado,16,0,2026-09-19T21:54:29.263,825.8,200,02c33f1d-15fb-4250-a236-859db7216b8c,,7,,f128ba80-cc7a-4de3-a3d5-5f20d371db7a,True,instance_id_cambio,,28.78,182,152.51,2026/09/20/[$LATEST]2c2528b2f3a14a8f92a9cfa26d10c3aa,644.5
aws-lambda,forzado,16,1,2026-09-19T21:54:30.194,426.8,200,02c33f1d-15fb-4250-a236-859db7216b8c,,893,,f4350a11-13e3-408f-8b26-ae3be2f8462b,False,,,1.78,2,,2026/09/20/[$LATEST]2c2528b2f3a14a8f92a9cfa26d10c3aa,425.0
aws-lambda,forzado,16,2,2026-09-19T21:54:31.171,466.6,200,02c33f1d-15fb-4250-a236-859db7216b8c,,1794,,24216771-98f9-4c96-86e6-1503209eb961,False,,,1.86,2,,2026/09/20/[$LATEST]2c2528b2f3a14a8f92a9cfa26d10c3aa,464.7
aws-lambda,forzado,16,3,2026-09-19T21:54:32.132,457.9,200,02c33f1d-15fb-4250-a236-859db7216b8c,,2682,,428f3480-b361-4b15-8a38-aeacc722df57,False,,,1.53,2,,2026/09/20/[$LATEST]2c2528b2f3a14a8f92a9cfa26d10c3aa,456.4
aws-lambda,forzado,16,4,2026-09-19T21:54:33.064,431.2,200,02c33f1d-15fb-4250-a236-859db7216b8c,,3542,,565345a7-c281-49f2-9ea7-3a420321b00c,False,,,1.73,2,,2026/09/20/[$LATEST]2c2528b2f3a14a8f92a9cfa26d10c3aa,429.5
aws-lambda,forzado,16,5,2026-09-19T21:54:34.009,434.3,200,02c33f1d-15fb-4250-a236-859db7216b8c,,4413,,5988cbce-11c3-4dfb-8545-2f2ae335ce62,False,,,1.51,2,,2026/09/20/[$LATEST]2c2528b2f3a14a8f92a9cfa26d10c3aa,432.8
aws-lambda,forzado,17,0,2026-09-19T21:54:48.945,753.9,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,6,,a4acc093-b541-4aee-8077-c8902a2c2462,True,instance_id_cambio,,32.62,181,147.85,2026/09/20/[$LATEST]b521cbf734fe4d39aa415825d4b15c14,573.4
aws-lambda,forzado,17,1,2026-09-19T21:54:49.914,464.7,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,915,,2c376ac7-124d-46f5-bdc6-ee9fb80b0cfd,False,,,1.71,2,,2026/09/20/[$LATEST]b521cbf734fe4d39aa415825d4b15c14,463.0
aws-lambda,forzado,17,2,2026-09-19T21:54:50.844,427.6,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,1773,,7a1c736a-3a12-4843-afd3-b6a6b431ab42,False,,,1.66,2,,2026/09/20/[$LATEST]b521cbf734fe4d39aa415825d4b15c14,425.9
aws-lambda,forzado,17,3,2026-09-19T21:54:51.776,430.3,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,2634,,e4fb5c8d-02b0-44d3-8583-7b4012b80b28,False,,,1.52,2,,2026/09/20/[$LATEST]b521cbf734fe4d39aa415825d4b15c14,428.8
aws-lambda,forzado,17,4,2026-09-19T21:54:52.731,447.1,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,3493,,ac2dbc2c-ecc8-41cc-a151-ad069b8c1874,False,,,1.40,2,,2026/09/20/[$LATEST]b521cbf734fe4d39aa415825d4b15c14,445.7
aws-lambda,forzado,17,5,2026-09-19T21:54:53.672,440.0,200,a8799660-165c-45de-8a0e-b8c1caef66c6,,4384,,6e480d4b-40d1-45ff-a63f-5293807b45b5,False,,,1.42,2,,2026/09/20/[$LATEST]b521cbf734fe4d39aa415825d4b15c14,438.6
aws-lambda,forzado,18,0,2026-09-19T21:55:08.985,815.8,200,b705258b-16ce-48b6-8481-113c0b73357f,,11,,c1ca08b6-41c6-4e5c-a0b1-1ddb9f4a8653,True,instance_id_cambio,,46.20,225,178.26,2026/09/20/[$LATEST]cef2276edaea44838bc8eb5b65ef0edc,591.3
aws-lambda,forzado,18,1,2026-09-19T21:55:09.923,433.0,200,b705258b-16ce-48b6-8481-113c0b73357f,,899,,73210c01-5739-4b29-b517-ab0119545019,False,,,12.99,13,,2026/09/20/[$LATEST]cef2276edaea44838bc8eb5b65ef0edc,420.0
aws-lambda,forzado,18,2,2026-09-19T21:55:10.859,429.9,200,b705258b-16ce-48b6-8481-113c0b73357f,,1763,,d39bca5a-28b9-41f0-9184-ed0f769e9c18,False,,,1.83,2,,2026/09/20/[$LATEST]cef2276edaea44838bc8eb5b65ef0edc,428.1
aws-lambda,forzado,18,3,2026-09-19T21:55:11.795,427.0,200,b705258b-16ce-48b6-8481-113c0b73357f,,2626,,582b9c49-2e96-4201-8dd4-30358fe2a180,False,,,1.39,2,,2026/09/20/[$LATEST]cef2276edaea44838bc8eb5b65ef0edc,425.6
aws-lambda,forzado,18,4,2026-09-19T21:55:12.727,427.7,200,b705258b-16ce-48b6-8481-113c0b73357f,,3487,,b0f010db-6719-4fde-949e-af8c05ea8873,False,,,1.48,2,,2026/09/20/[$LATEST]cef2276edaea44838bc8eb5b65ef0edc,426.2
aws-lambda,forzado,18,5,2026-09-19T21:55:13.668,440.1,200,b705258b-16ce-48b6-8481-113c0b73357f,,4355,,1d2f31f6-7a68-4f6c-b3e5-106cf69449c2,False,,,1.45,2,,2026/09/20/[$LATEST]cef2276edaea44838bc8eb5b65ef0edc,438.7
aws-lambda,forzado,19,0,2026-09-19T21:55:31.994,714.5,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,6,,9df65dca-a85a-4fc6-8091-1eb0325d0245,True,instance_id_cambio,,27.57,147,119.11,2026/09/20/[$LATEST]03007637bc8f413d9078f4cf2e383abc,567.8
aws-lambda,forzado,19,1,2026-09-19T21:55:32.934,439.4,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,881,,567bc654-9568-44e7-9056-4460b18c240b,False,,,1.73,2,,2026/09/20/[$LATEST]03007637bc8f413d9078f4cf2e383abc,437.7
aws-lambda,forzado,19,2,2026-09-19T21:55:33.889,451.1,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,1762,,91b270d3-cc07-4382-87b6-0a1f0b4dad9c,False,,,1.69,2,,2026/09/20/[$LATEST]03007637bc8f413d9078f4cf2e383abc,449.4
aws-lambda,forzado,19,3,2026-09-19T21:55:34.858,432.1,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,2657,,580ae673-8756-4d19-922c-5c65512567b4,False,,,1.50,2,,2026/09/20/[$LATEST]03007637bc8f413d9078f4cf2e383abc,430.6
aws-lambda,forzado,19,4,2026-09-19T21:55:35.784,425.6,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,3509,,d74561dc-73ba-46b0-b7b0-63734e5f37da,False,,,3.07,4,,2026/09/20/[$LATEST]03007637bc8f413d9078f4cf2e383abc,422.5
aws-lambda,forzado,19,5,2026-09-19T21:55:34.328,482.4,200,8f5224e9-ccd6-4810-b96a-5f91b6cbb387,,4454,,88844c7f-80ed-4f3d-9be8-5fc6cf451fc4,False,,,1.34,2,,2026/09/20/[$LATEST]03007637bc8f413d9078f4cf2e383abc,481.1
aws-lambda,forzado,20,0,2026-09-19T21:55:51.748,820.5,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,9,,500d2523-00ef-4a94-8de5-b52ac88a9bf1,True,instance_id_cambio,,40.66,215,174.20,2026/09/20/[$LATEST]8acc920e89e549ac8cb8a4ce2c657ea0,605.6
aws-lambda,forzado,20,1,2026-09-19T21:55:52.742,487.6,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,964,,a627df4f-210f-4b18-a79a-77c5e574b469,False,,,1.73,2,,2026/09/20/[$LATEST]8acc920e89e549ac8cb8a4ce2c657ea0,485.9
aws-lambda,forzado,20,2,2026-09-19T21:55:53.673,428.7,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,1825,,fd46beff-fc26-4118-8725-5e59edcab9f9,False,,,1.72,2,,2026/09/20/[$LATEST]8acc920e89e549ac8cb8a4ce2c657ea0,427.0
aws-lambda,forzado,20,3,2026-09-19T21:55:54.620,444.1,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,2699,,d380c4c7-06f0-419d-adfc-ca24279a7138,False,,,1.39,2,,2026/09/20/[$LATEST]8acc920e89e549ac8cb8a4ce2c657ea0,442.7
aws-lambda,forzado,20,4,2026-09-19T21:55:55.592,455.3,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,3595,,96220cd9-5f77-410b-bd4c-a59b656a76bf,False,,,1.52,2,,2026/09/20/[$LATEST]8acc920e89e549ac8cb8a4ce2c657ea0,453.8
aws-lambda,forzado,20,5,2026-09-19T21:55:56.516,423.4,200,ba2f1d1b-0ac2-4cd2-a15f-308e1dcae380,,4450,,5f71b4fb-e9fc-4819-b32a-8275e935bc05,False,,,1.81,2,,2026/09/20/[$LATEST]8acc920e89e549ac8cb8a4ce2c657ea0,421.6
aws-lambda,forzado,21,0,2026-09-19T21:56:12.041,735.9,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,6,,5235ba51-0543-46bc-a605-ffce4ba4390f,True,instance_id_cambio,,36.37,168,131.04,2026/09/20/[$LATEST]ea09832f9b4740b48d10882d8af88fe4,568.5
aws-lambda,forzado,21,1,2026-09-19T21:56:12.976,434.7,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,886,,dc9b1973-830e-468c-b595-a195edb17782,False,,,1.77,2,,2026/09/20/[$LATEST]ea09832f9b4740b48d10882d8af88fe4,432.9
aws-lambda,forzado,21,2,2026-09-19T21:56:13.931,455.1,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,1768,,268ca20d-38af-4ec3-9eae-8f7e28b3a5f4,False,,,13.63,14,,2026/09/20/[$LATEST]ea09832f9b4740b48d10882d8af88fe4,441.5
aws-lambda,forzado,21,3,2026-09-19T21:56:14.862,428.9,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,2627,,023bdf05-96c6-452a-ad82-3ec9d610cd8a,False,,,1.56,2,,2026/09/20/[$LATEST]ea09832f9b4740b48d10882d8af88fe4,427.3
aws-lambda,forzado,21,4,2026-09-19T21:56:15.805,432.0,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,3498,,ce4cd673-10d4-4e22-81b4-eba16b20b128,False,,,3.38,4,,2026/09/20/[$LATEST]ea09832f9b4740b48d10882d8af88fe4,428.6
aws-lambda,forzado,21,5,2026-09-19T21:56:16.778,469.8,200,d2905c33-1ff5-4b6a-8af7-6a704d1b6d26,,4395,,3d53e3a4-461e-4a97-bf68-9861d052f4ed,False,,,1.61,2,,2026/09/20/[$LATEST]ea09832f9b4740b48d10882d8af88fe4,468.2
aws-lambda,forzado,22,0,2026-09-19T21:56:34.359,720.0,200,a30560ba-6811-40c8-9717-b68971301b05,,6,,2fbae59a-8f87-4efc-8994-cf96da9d663e,True,instance_id_cambio,,32.98,158,124.17,2026/09/20/[$LATEST]b57b62874e9743659cc51570b4e677ec,562.9
aws-lambda,forzado,22,1,2026-09-19T21:56:35.307,428.8,200,a30560ba-6811-40c8-9717-b68971301b05,,912,,ae1488c4-7353-456c-a71d-425c32bea3a9,False,,,1.59,2,,2026/09/20/[$LATEST]b57b62874e9743659cc51570b4e677ec,427.2
aws-lambda,forzado,22,2,2026-09-19T21:56:33.767,434.8,200,a30560ba-6811-40c8-9717-b68971301b05,,1779,,2e99407c-f25b-4e01-a314-190cef83b03e,False,,,1.70,2,,2026/09/20/[$LATEST]b57b62874e9743659cc51570b4e677ec,433.1
aws-lambda,forzado,22,3,2026-09-19T21:56:34.746,473.1,200,a30560ba-6811-40c8-9717-b68971301b05,,2682,,55880744-4f6a-4ed0-aa97-51fb31e6b130,False,,,1.78,2,,2026/09/20/[$LATEST]b57b62874e9743659cc51570b4e677ec,471.3
aws-lambda,forzado,22,4,2026-09-19T21:56:35.674,426.4,200,a30560ba-6811-40c8-9717-b68971301b05,,3539,,7d6836b2-b598-4176-9985-63f645868c83,False,,,1.47,2,,2026/09/20/[$LATEST]b57b62874e9743659cc51570b4e677ec,424.9
aws-lambda,forzado,22,5,2026-09-19T21:56:36.610,424.7,200,a30560ba-6811-40c8-9717-b68971301b05,,4403,,b5f58fbf-517b-4784-9edf-740b0bb53fbe,False,,,12.84,13,,2026/09/20/[$LATEST]b57b62874e9743659cc51570b4e677ec,411.9
aws-lambda,forzado,23,0,2026-09-19T21:56:54.792,823.6,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,7,,328af84a-498e-4761-9f21-e667b278cd4d,True,instance_id_cambio,,41.95,196,153.31,2026/09/20/[$LATEST]1296d16a054a4101a5b37843888a8050,628.3
aws-lambda,forzado,23,1,2026-09-19T21:56:55.763,466.0,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,927,,40c9b28d-1210-4d77-8747-5b37ac530e4c,False,,,1.59,2,,2026/09/20/[$LATEST]1296d16a054a4101a5b37843888a8050,464.4
aws-lambda,forzado,23,2,2026-09-19T21:56:56.692,426.7,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,1784,,c86168fb-0498-4d30-be32-64f9fa1d4d55,False,,,1.86,2,,2026/09/20/[$LATEST]1296d16a054a4101a5b37843888a8050,424.8
aws-lambda,forzado,23,3,2026-09-19T21:56:57.684,481.9,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,2701,,557ebbea-061c-44b0-97e3-f9bbabd088ff,False,,,1.50,2,,2026/09/20/[$LATEST]1296d16a054a4101a5b37843888a8050,480.4
aws-lambda,forzado,23,4,2026-09-19T21:56:58.656,460.9,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,3598,,cdba86a2-d247-45e7-b6ef-f1a669da3076,False,,,1.46,2,,2026/09/20/[$LATEST]1296d16a054a4101a5b37843888a8050,459.4
aws-lambda,forzado,23,5,2026-09-19T21:56:59.614,457.0,200,3a32bdd8-ea93-40e4-a3ea-bb41e5d1acec,,4482,,833a1856-ad9f-443d-813a-f564727acc6f,False,,,1.42,2,,2026/09/20/[$LATEST]1296d16a054a4101a5b37843888a8050,455.6
aws-lambda,forzado,24,0,2026-09-19T21:57:15.392,823.2,200,322e0aec-7f78-49a5-9efb-029f80b22721,,7,,10794498-1617-45d0-8621-580943119e7a,True,instance_id_cambio,,27.03,203,175.07,2026/09/20/[$LATEST]65493e083bfd49c3aa3a50249c551516,621.1
aws-lambda,forzado,24,1,2026-09-19T21:57:16.364,431.8,200,322e0aec-7f78-49a5-9efb-029f80b22721,,928,,789537a2-92b3-4066-85ef-5c8301e040d4,False,,,1.72,2,,2026/09/20/[$LATEST]65493e083bfd49c3aa3a50249c551516,430.1
aws-lambda,forzado,24,2,2026-09-19T21:57:17.309,436.5,200,322e0aec-7f78-49a5-9efb-029f80b22721,,1800,,a12ded86-63c9-4f7c-8dfe-6ba71c64055e,False,,,1.79,2,,2026/09/20/[$LATEST]65493e083bfd49c3aa3a50249c551516,434.7
aws-lambda,forzado,24,3,2026-09-19T21:57:18.268,427.5,200,322e0aec-7f78-49a5-9efb-029f80b22721,,2685,,c9d69306-5751-4031-b447-912b6d17f95e,False,,,1.78,2,,2026/09/20/[$LATEST]65493e083bfd49c3aa3a50249c551516,425.7
aws-lambda,forzado,24,4,2026-09-19T21:57:19.221,430.2,200,322e0aec-7f78-49a5-9efb-029f80b22721,,3564,,80e302e0-0c2a-408a-8b15-dc5ab26093a3,False,,,1.48,2,,2026/09/20/[$LATEST]65493e083bfd49c3aa3a50249c551516,428.7
aws-lambda,forzado,24,5,2026-09-19T21:57:20.230,468.9,200,322e0aec-7f78-49a5-9efb-029f80b22721,,4496,,832e4b9e-37a3-4ca0-b72f-48bd3b6d0786,False,,,1.42,2,,2026/09/20/[$LATEST]65493e083bfd49c3aa3a50249c551516,467.5
aws-lambda,forzado,25,0,2026-09-19T21:57:35.061,754.9,200,a753da39-52ab-4d06-8399-df6da1487681,,5,,440eeecd-f069-4642-889d-52623ab6076d,True,instance_id_cambio,,29.23,149,119.26,2026/09/20/[$LATEST]23dd7c06a594428da40461e006d4cc2d,606.4
aws-lambda,forzado,25,1,2026-09-19T21:57:35.999,437.3,200,a753da39-52ab-4d06-8399-df6da1487681,,881,,503ae446-af78-47f0-9382-d41dee496cb5,False,,,1.67,2,,2026/09/20/[$LATEST]23dd7c06a594428da40461e006d4cc2d,435.6
aws-lambda,forzado,25,2,2026-09-19T21:57:36.959,448.5,200,a753da39-52ab-4d06-8399-df6da1487681,,1769,,e6e08fe1-2616-4779-920d-4b3db3d473ab,False,,,1.98,2,,2026/09/20/[$LATEST]23dd7c06a594428da40461e006d4cc2d,446.5
aws-lambda,forzado,25,3,2026-09-19T21:57:37.926,425.5,200,a753da39-52ab-4d06-8399-df6da1487681,,2660,,0b66ab2d-87e2-4777-b4a1-5111e27aea00,False,,,1.49,2,,2026/09/20/[$LATEST]23dd7c06a594428da40461e006d4cc2d,424.0
aws-lambda,forzado,25,4,2026-09-19T21:57:38.849,421.6,200,a753da39-52ab-4d06-8399-df6da1487681,,3512,,6a9513a0-d15a-4089-b6ae-3ce2d95fbbeb,False,,,1.49,2,,2026/09/20/[$LATEST]23dd7c06a594428da40461e006d4cc2d,420.1
aws-lambda,forzado,25,5,2026-09-19T21:57:39.818,429.0,200,a753da39-52ab-4d06-8399-df6da1487681,,4406,,1e13f670-d09f-4b4a-bdf7-89586abf675e,False,,,1.42,2,,2026/09/20/[$LATEST]23dd7c06a594428da40461e006d4cc2d,427.6
